TransactionDate,DateKey,Year,Month,Day,DayOfWeek
2024-02-14 14:11:35.694403,20240214,2024,2,14,2
2024-05-04 07:09:35.694408,20240504,2024,5,4,5
2024-09-24 12:20:35.694413,20240924,2024,9,24,1
2024-03-29 04:53:35.694418,20240329,2024,3,29,4
2024-05-31 03:02:35.694423,20240531,2024,5,31,4
2024-05-06 15:15:35.694428,20240506,2024,5,6,0
2024-09-15 05:11:35.694433,20240915,2024,9,15,6
2024-01-01 06:23:35.694438,20240101,2024,1,1,0
2024-08-19 22:14:35.694444,20240819,2024,8,19,0
2023-10-26 01:48:35.694449,20231026,2023,10,26,3
2024-06-02 12:34:35.694454,20240602,2024,6,2,6
2024-01-21 20:42:35.694459,20240121,2024,1,21,6
2024-07-25 00:29:35.694464,20240725,2024,7,25,3
2024-08-07 22:39:35.694469,20240807,2024,8,7,2
2024-07-31 05:25:35.694474,20240731,2024,7,31,2
2024-01-27 10:25:35.694479,20240127,2024,1,27,5
2024-03-24 09:24:35.694485,20240324,2024,3,24,6
2024-06-28 18:11:35.694490,20240628,2024,6,28,4
2024-10-03 22:32:35.694495,20241003,2024,10,3,3
2024-08-10 12:06:35.694500,20240810,2024,8,10,5
2024-05-17 13:29:35.694505,20240517,2024,5,17,4
2024-07-27 06:24:35.694510,20240727,2024,7,27,5
2024-01-14 16:42:35.694515,20240114,2024,1,14,6
2024-08-05 02:39:35.694520,20240805,2024,8,5,0
2024-05-27 18:05:35.694525,20240527,2024,5,27,0
2024-04-05 17:21:35.694530,20240405,2024,4,5,4
2024-06-16 12:23:35.694535,20240616,2024,6,16,6
2024-04-08 10:33:35.694540,20240408,2024,4,8,0
2024-06-17 14:47:35.694546,20240617,2024,6,17,0
2023-12-17 15:18:35.694551,20231217,2023,12,17,6
2023-12-30 21:36:35.694556,20231230,2023,12,30,5
2024-02-14 10:59:35.694561,20240214,2024,2,14,2
2023-12-02 17:09:35.694566,20231202,2023,12,2,5
2024-08-25 15:08:35.694571,20240825,2024,8,25,6
2024-01-08 23:38:35.694576,20240108,2024,1,8,0
2023-12-07 05:08:35.694581,20231207,2023,12,7,3
2024-02-04 09:18:35.694586,20240204,2024,2,4,6
2024-02-13 16:47:35.694591,20240213,2024,2,13,1
2023-12-01 22:49:35.694596,20231201,2023,12,1,4
2024-01-17 16:24:35.694602,20240117,2024,1,17,2
2024-04-22 16:54:35.694607,20240422,2024,4,22,0
2024-01-09 05:10:35.694612,20240109,2024,1,9,1
2023-11-18 10:39:35.694617,20231118,2023,11,18,5
2024-03-13 22:31:35.694622,20240313,2024,3,13,2
2024-05-16 17:34:35.694627,20240516,2024,5,16,3
2024-07-27 10:05:35.694632,20240727,2024,7,27,5
2024-02-15 23:08:35.694637,20240215,2024,2,15,3
2024-05-13 19:05:35.694643,20240513,2024,5,13,0
2024-08-10 17:37:35.694648,20240810,2024,8,10,5
2023-12-31 10:22:35.694653,20231231,2023,12,31,6
2024-05-13 04:43:35.694659,20240513,2024,5,13,0
2023-11-10 19:59:35.694664,20231110,2023,11,10,4
2023-10-24 21:30:35.694669,20231024,2023,10,24,1
2023-11-07 18:44:35.694674,20231107,2023,11,7,1
2024-05-23 16:09:35.694679,20240523,2024,5,23,3
2024-09-07 08:24:35.694684,20240907,2024,9,7,5
2024-10-09 12:06:35.694690,20241009,2024,10,9,2
2024-01-27 18:24:35.694695,20240127,2024,1,27,5
2024-01-04 08:48:35.694700,20240104,2024,1,4,3
2024-02-05 18:39:35.694705,20240205,2024,2,5,0
2024-03-26 13:21:35.694710,20240326,2024,3,26,1
2024-03-04 17:50:35.694715,20240304,2024,3,4,0
2023-10-30 09:05:35.694721,20231030,2023,10,30,0
2024-08-22 03:05:35.694726,20240822,2024,8,22,3
2024-01-29 09:17:35.694731,20240129,2024,1,29,0
2023-10-21 17:27:35.694736,20231021,2023,10,21,5
2024-03-31 17:10:35.694741,20240331,2024,3,31,6
2024-09-07 03:06:35.694746,20240907,2024,9,7,5
2024-07-13 12:04:35.694751,20240713,2024,7,13,5
2024-07-31 05:14:35.694756,20240731,2024,7,31,2
2024-09-12 21:33:35.694761,20240912,2024,9,12,3
2024-06-27 18:57:35.694767,20240627,2024,6,27,3
2024-10-11 21:59:35.694772,20241011,2024,10,11,4
2024-10-20 03:25:35.694777,20241020,2024,10,20,6
2024-04-21 06:33:35.694783,20240421,2024,4,21,6
2024-05-06 02:26:35.694788,20240506,2024,5,6,0
2024-04-13 07:32:35.694793,20240413,2024,4,13,5
2024-02-18 11:31:35.694799,20240218,2024,2,18,6
2024-04-21 06:37:35.694804,20240421,2024,4,21,6
2024-09-09 22:38:35.694809,20240909,2024,9,9,0
2023-12-21 07:00:35.694814,20231221,2023,12,21,3
2024-05-10 07:29:35.694820,20240510,2024,5,10,4
2024-08-26 21:26:35.694825,20240826,2024,8,26,0
2023-11-20 12:10:35.694830,20231120,2023,11,20,0
2024-09-24 02:56:35.694835,20240924,2024,9,24,1
2024-02-04 08:24:35.694840,20240204,2024,2,4,6
2023-11-21 12:29:35.694846,20231121,2023,11,21,1
2023-12-15 22:42:35.694851,20231215,2023,12,15,4
2023-10-27 18:12:35.694857,20231027,2023,10,27,4
2024-03-25 21:58:35.694862,20240325,2024,3,25,0
2024-03-29 05:31:35.694867,20240329,2024,3,29,4
2023-11-10 10:50:35.694872,20231110,2023,11,10,4
2023-11-30 19:56:35.694877,20231130,2023,11,30,3
2024-07-11 08:31:35.694882,20240711,2024,7,11,3
2024-01-15 06:36:35.694888,20240115,2024,1,15,0
2024-04-18 06:41:35.694893,20240418,2024,4,18,3
2024-09-26 19:30:35.694900,20240926,2024,9,26,3
2024-01-16 07:23:35.694905,20240116,2024,1,16,1
2024-10-03 22:50:35.694910,20241003,2024,10,3,3
2023-12-30 07:40:35.694915,20231230,2023,12,30,5
2023-11-06 21:57:35.694921,20231106,2023,11,6,0
2024-01-25 07:20:35.694926,20240125,2024,1,25,3
2024-06-11 02:31:35.694931,20240611,2024,6,11,1
2024-10-01 18:56:35.694936,20241001,2024,10,1,1
2024-02-01 12:00:35.694942,20240201,2024,2,1,3
2024-01-23 02:57:35.694947,20240123,2024,1,23,1
2024-04-21 20:40:35.694953,20240421,2024,4,21,6
2023-11-11 08:45:35.694958,20231111,2023,11,11,5
2024-06-12 00:40:35.694964,20240612,2024,6,12,2
2024-03-21 10:47:35.694969,20240321,2024,3,21,3
2024-04-02 04:11:35.694975,20240402,2024,4,2,1
2024-02-01 16:40:35.694980,20240201,2024,2,1,3
2024-02-22 14:59:35.694986,20240222,2024,2,22,3
2023-12-08 18:53:35.694991,20231208,2023,12,8,4
2024-01-06 14:27:35.694996,20240106,2024,1,6,5
2024-02-19 00:27:35.695001,20240219,2024,2,19,0
2024-04-24 11:47:35.695007,20240424,2024,4,24,2
2024-01-23 03:25:35.695012,20240123,2024,1,23,1
2024-04-07 00:53:35.695017,20240407,2024,4,7,6
2024-02-16 11:03:35.695022,20240216,2024,2,16,4
2024-02-28 03:10:35.695028,20240228,2024,2,28,2
2024-01-19 13:39:35.695033,20240119,2024,1,19,4
2024-09-11 12:58:35.695038,20240911,2024,9,11,2
2023-11-14 13:44:35.695043,20231114,2023,11,14,1
2024-01-10 08:21:35.695048,20240110,2024,1,10,2
2023-12-24 07:05:35.695053,20231224,2023,12,24,6
2024-08-20 06:17:35.695059,20240820,2024,8,20,1
2024-07-29 17:17:35.695065,20240729,2024,7,29,0
2024-10-13 01:14:35.695070,20241013,2024,10,13,6
2024-02-27 03:01:35.695075,20240227,2024,2,27,1
2024-08-13 15:47:35.695080,20240813,2024,8,13,1
2024-06-07 06:58:35.695085,20240607,2024,6,7,4
2023-10-24 05:10:35.695090,20231024,2023,10,24,1
2023-12-09 20:10:35.695096,20231209,2023,12,9,5
2024-08-02 13:35:35.695101,20240802,2024,8,2,4
2024-02-10 20:01:35.695106,20240210,2024,2,10,5
2024-04-13 22:57:35.695111,20240413,2024,4,13,5
2024-03-02 10:01:35.695116,20240302,2024,3,2,5
2024-09-06 10:27:35.695121,20240906,2024,9,6,4
2023-11-05 12:36:35.695127,20231105,2023,11,5,6
2024-07-24 01:15:35.695132,20240724,2024,7,24,2
2023-12-16 21:13:35.695137,20231216,2023,12,16,5
2024-05-27 19:12:35.695143,20240527,2024,5,27,0
2023-12-20 04:28:35.695148,20231220,2023,12,20,2
2024-08-05 22:06:35.695153,20240805,2024,8,5,0
2023-11-20 21:20:35.695158,20231120,2023,11,20,0
2024-05-16 00:52:35.695163,20240516,2024,5,16,3
2024-08-17 18:40:35.695170,20240817,2024,8,17,5
2024-03-19 01:10:35.695175,20240319,2024,3,19,1
2023-12-20 03:29:35.695180,20231220,2023,12,20,2
2023-12-20 07:04:35.695185,20231220,2023,12,20,2
2023-12-29 09:44:35.695190,20231229,2023,12,29,4
2024-06-09 22:31:35.695196,20240609,2024,6,9,6
2024-06-16 08:34:35.695201,20240616,2024,6,16,6
2024-01-20 16:29:35.695206,20240120,2024,1,20,5
2024-07-04 06:54:35.695212,20240704,2024,7,4,3
2024-06-26 04:36:35.695217,20240626,2024,6,26,2
2024-03-19 03:28:35.695222,20240319,2024,3,19,1
2023-11-13 10:45:35.695227,20231113,2023,11,13,0
2024-09-05 14:25:35.695232,20240905,2024,9,5,3
2023-12-18 20:12:35.695237,20231218,2023,12,18,0
2024-04-30 21:16:35.695243,20240430,2024,4,30,1
2024-07-24 21:29:35.695248,20240724,2024,7,24,2
2024-04-18 06:44:35.695253,20240418,2024,4,18,3
2024-07-14 11:09:35.695258,20240714,2024,7,14,6
2023-10-25 20:31:35.695263,20231025,2023,10,25,2
2024-01-01 09:02:35.695268,20240101,2024,1,1,0
2024-04-12 21:26:35.695274,20240412,2024,4,12,4
2024-07-14 16:57:35.695279,20240714,2024,7,14,6
2024-03-10 02:29:35.695284,20240310,2024,3,10,6
2024-02-25 17:26:35.695289,20240225,2024,2,25,6
2023-11-22 06:56:35.695295,20231122,2023,11,22,2
2023-11-20 15:25:35.695300,20231120,2023,11,20,0
2024-02-06 20:53:35.695305,20240206,2024,2,6,1
2024-08-07 08:09:35.695311,20240807,2024,8,7,2
2024-01-02 00:14:35.695316,20240102,2024,1,2,1
2024-05-06 16:08:35.695321,20240506,2024,5,6,0
2024-03-04 15:56:35.695326,20240304,2024,3,4,0
2024-10-18 07:21:35.695331,20241018,2024,10,18,4
2024-09-10 16:28:35.695336,20240910,2024,9,10,1
2023-12-05 16:07:35.695342,20231205,2023,12,5,1
2024-08-14 19:46:35.695347,20240814,2024,8,14,2
2024-02-10 18:08:35.695352,20240210,2024,2,10,5
2024-07-17 23:40:35.695357,20240717,2024,7,17,2
2024-08-31 05:29:35.695363,20240831,2024,8,31,5
2024-10-04 19:52:35.695368,20241004,2024,10,4,4
2024-04-17 01:27:35.695373,20240417,2024,4,17,2
2024-01-24 15:36:35.695379,20240124,2024,1,24,2
2023-11-14 06:03:35.695384,20231114,2023,11,14,1
2024-01-04 10:53:35.695390,20240104,2024,1,4,3
2024-09-12 13:37:35.695395,20240912,2024,9,12,3
2024-01-11 10:52:35.695401,20240111,2024,1,11,3
2024-03-24 23:22:35.695406,20240324,2024,3,24,6
2024-10-10 12:03:35.695411,20241010,2024,10,10,3
2024-07-02 21:55:35.695417,20240702,2024,7,2,1
2024-05-09 01:11:35.695422,20240509,2024,5,9,3
2024-03-04 19:30:35.695427,20240304,2024,3,4,0
2024-07-27 23:26:35.695432,20240727,2024,7,27,5
2024-05-16 23:48:35.695438,20240516,2024,5,16,3
2024-08-15 14:24:35.695443,20240815,2024,8,15,3
2024-02-08 06:27:35.695448,20240208,2024,2,8,3
2024-05-16 20:07:35.695454,20240516,2024,5,16,3
2024-04-20 10:16:35.695459,20240420,2024,4,20,5
2024-06-01 11:31:35.695465,20240601,2024,6,1,5
2024-01-02 06:01:35.695470,20240102,2024,1,2,1
2024-04-05 08:42:35.695475,20240405,2024,4,5,4
2024-06-29 20:02:35.695494,20240629,2024,6,29,5
2024-01-15 13:06:35.695500,20240115,2024,1,15,0
2024-05-16 15:16:35.695506,20240516,2024,5,16,3
2024-08-12 04:50:35.695511,20240812,2024,8,12,0
2023-12-14 21:58:35.695517,20231214,2023,12,14,3
2023-11-20 15:22:35.695522,20231120,2023,11,20,0
2024-06-16 09:25:35.695528,20240616,2024,6,16,6
2024-01-14 22:24:35.695533,20240114,2024,1,14,6
2024-08-27 19:51:35.695538,20240827,2024,8,27,1
2024-02-05 14:04:35.695544,20240205,2024,2,5,0
2024-07-01 21:41:35.695549,20240701,2024,7,1,0
2024-01-06 14:18:35.695554,20240106,2024,1,6,5
2024-09-20 11:23:35.695559,20240920,2024,9,20,4
2023-11-06 13:19:35.695565,20231106,2023,11,6,0
2024-07-08 08:47:35.695571,20240708,2024,7,8,0
2023-11-19 06:26:35.695576,20231119,2023,11,19,6
2024-05-27 05:07:35.695581,20240527,2024,5,27,0
2024-07-14 03:14:35.695587,20240714,2024,7,14,6
2023-11-08 17:00:35.695592,20231108,2023,11,8,2
2024-03-01 17:04:35.695597,20240301,2024,3,1,4
2023-11-29 01:02:35.695603,20231129,2023,11,29,2
2024-08-25 14:01:35.695608,20240825,2024,8,25,6
2024-06-27 14:05:35.695614,20240627,2024,6,27,3
2023-11-16 20:09:35.695619,20231116,2023,11,16,3
2024-03-17 00:53:35.695625,20240317,2024,3,17,6
2023-11-03 03:19:35.695630,20231103,2023,11,3,4
2024-08-16 04:26:35.695636,20240816,2024,8,16,4
2024-04-13 00:20:35.695642,20240413,2024,4,13,5
2024-06-28 09:44:35.695647,20240628,2024,6,28,4
2024-02-19 13:14:35.695653,20240219,2024,2,19,0
2024-10-08 21:11:35.695658,20241008,2024,10,8,1
2024-06-13 13:21:35.695664,20240613,2024,6,13,3
2024-10-20 22:30:35.695669,20241020,2024,10,20,6
2024-07-18 10:26:35.695674,20240718,2024,7,18,3
2024-07-01 09:36:35.695680,20240701,2024,7,1,0
2024-09-30 03:11:35.695685,20240930,2024,9,30,0
2024-06-13 23:25:35.695691,20240613,2024,6,13,3
2024-02-15 10:38:35.695696,20240215,2024,2,15,3
2024-03-19 08:19:35.695702,20240319,2024,3,19,1
2024-01-18 00:32:35.695707,20240118,2024,1,18,3
2024-09-03 15:49:35.695713,20240903,2024,9,3,1
2024-01-25 00:56:35.695721,20240125,2024,1,25,3
2024-08-28 23:34:35.695727,20240828,2024,8,28,2
2023-12-30 16:36:35.695732,20231230,2023,12,30,5
2024-01-02 03:47:35.695738,20240102,2024,1,2,1
2024-07-18 04:43:35.695744,20240718,2024,7,18,3
2024-01-18 23:31:35.695750,20240118,2024,1,18,3
2023-12-01 22:51:35.695756,20231201,2023,12,1,4
2024-05-14 06:14:35.695762,20240514,2024,5,14,1
2024-07-31 04:41:35.695767,20240731,2024,7,31,2
2024-09-21 17:08:35.695773,20240921,2024,9,21,5
2024-01-27 20:54:35.695779,20240127,2024,1,27,5
2024-09-08 07:51:35.695784,20240908,2024,9,8,6
2024-08-17 08:42:35.695790,20240817,2024,8,17,5
2024-01-07 15:47:35.695795,20240107,2024,1,7,6
2024-08-02 11:33:35.695803,20240802,2024,8,2,4
2023-12-21 18:56:35.695808,20231221,2023,12,21,3
2024-08-19 19:26:35.695815,20240819,2024,8,19,0
2024-03-10 15:31:35.695820,20240310,2024,3,10,6
2024-03-21 04:09:35.695826,20240321,2024,3,21,3
2024-06-26 06:50:35.695831,20240626,2024,6,26,2
2024-02-21 01:25:35.695837,20240221,2024,2,21,2
2024-04-22 18:45:35.695842,20240422,2024,4,22,0
2024-08-29 12:01:35.695848,20240829,2024,8,29,3
2024-03-20 02:22:35.695854,20240320,2024,3,20,2
2023-12-14 14:31:35.695860,20231214,2023,12,14,3
2024-06-19 12:20:35.695865,20240619,2024,6,19,2
2024-09-20 19:38:35.695871,20240920,2024,9,20,4
2023-10-24 19:07:35.695876,20231024,2023,10,24,1
2024-07-18 14:22:35.695882,20240718,2024,7,18,3
2024-04-30 12:51:35.695888,20240430,2024,4,30,1
2024-02-21 13:02:35.695894,20240221,2024,2,21,2
2024-04-05 08:15:35.695899,20240405,2024,4,5,4
2024-06-08 17:18:35.695905,20240608,2024,6,8,5
2024-05-03 12:55:35.695911,20240503,2024,5,3,4
2023-11-23 22:55:35.695916,20231123,2023,11,23,3
2024-07-26 01:15:35.695922,20240726,2024,7,26,4
2024-09-23 15:20:35.695927,20240923,2024,9,23,0
2024-08-26 18:47:35.695933,20240826,2024,8,26,0
2024-09-08 18:26:35.695938,20240908,2024,9,8,6
2024-08-16 08:04:35.695943,20240816,2024,8,16,4
2024-02-20 12:24:35.695949,20240220,2024,2,20,1
2023-10-25 21:40:35.695954,20231025,2023,10,25,2
2024-08-12 03:37:35.695960,20240812,2024,8,12,0
2024-08-06 22:56:35.695965,20240806,2024,8,6,1
2024-04-05 18:07:35.695971,20240405,2024,4,5,4
2024-09-09 01:18:35.695976,20240909,2024,9,9,0
2024-06-21 07:56:35.695981,20240621,2024,6,21,4
2024-06-15 20:17:35.695987,20240615,2024,6,15,5
2024-09-19 17:55:35.695992,20240919,2024,9,19,3
2024-09-22 21:03:35.695998,20240922,2024,9,22,6
2024-01-10 22:05:35.696003,20240110,2024,1,10,2
2024-06-07 04:02:35.696009,20240607,2024,6,7,4
2023-12-15 15:02:35.696014,20231215,2023,12,15,4
2023-12-21 01:57:35.696020,20231221,2023,12,21,3
2024-03-30 14:00:35.696025,20240330,2024,3,30,5
2023-12-19 13:18:35.696031,20231219,2023,12,19,1
2024-08-12 20:59:35.696036,20240812,2024,8,12,0
2024-04-12 04:59:35.696042,20240412,2024,4,12,4
2024-06-17 00:40:35.696047,20240617,2024,6,17,0
2024-08-31 19:58:35.696053,20240831,2024,8,31,5
2024-03-01 06:13:35.696059,20240301,2024,3,1,4
2023-10-29 17:55:35.696065,20231029,2023,10,29,6
2024-05-14 06:59:35.696070,20240514,2024,5,14,1
2024-06-09 00:15:35.696076,20240609,2024,6,9,6
2024-08-31 05:25:35.696081,20240831,2024,8,31,5
2024-02-26 01:03:35.696087,20240226,2024,2,26,0
2024-04-12 04:13:35.696092,20240412,2024,4,12,4
2024-06-15 09:21:35.696098,20240615,2024,6,15,5
2024-07-28 10:50:35.696103,20240728,2024,7,28,6
2024-07-30 23:13:35.696109,20240730,2024,7,30,1
2024-04-22 05:44:35.696115,20240422,2024,4,22,0
2023-12-04 08:13:35.696121,20231204,2023,12,4,0
2024-05-03 02:23:35.696126,20240503,2024,5,3,4
2024-08-04 20:06:35.696132,20240804,2024,8,4,6
2024-08-26 17:48:35.696137,20240826,2024,8,26,0
2024-05-29 13:52:35.696143,20240529,2024,5,29,2
2024-07-16 00:44:35.696148,20240716,2024,7,16,1
2024-03-09 21:52:35.696154,20240309,2024,3,9,5
2024-01-06 03:57:35.696159,20240106,2024,1,6,5
2024-06-21 04:24:35.696165,20240621,2024,6,21,4
2024-03-06 17:35:35.696171,20240306,2024,3,6,2
2024-01-12 12:27:35.696176,20240112,2024,1,12,4
2024-06-25 12:57:35.696182,20240625,2024,6,25,1
2024-03-25 01:01:35.696187,20240325,2024,3,25,0
2023-11-21 03:38:35.696193,20231121,2023,11,21,1
2024-02-20 05:11:35.696199,20240220,2024,2,20,1
2024-09-19 21:30:35.696204,20240919,2024,9,19,3
2024-05-30 02:14:35.696210,20240530,2024,5,30,3
2024-02-20 16:10:35.696215,20240220,2024,2,20,1
2024-07-01 19:12:35.696221,20240701,2024,7,1,0
2024-02-08 11:16:35.696226,20240208,2024,2,8,3
2023-12-31 20:56:35.696232,20231231,2023,12,31,6
2024-01-18 02:52:35.696237,20240118,2024,1,18,3
2024-02-09 01:00:35.696243,20240209,2024,2,9,4
2023-11-02 11:20:35.696248,20231102,2023,11,2,3
2024-03-11 15:03:35.696254,20240311,2024,3,11,0
2024-05-03 01:03:35.696259,20240503,2024,5,3,4
2024-09-08 02:33:35.696265,20240908,2024,9,8,6
2024-07-26 23:19:35.696270,20240726,2024,7,26,4
2023-12-24 19:24:35.696276,20231224,2023,12,24,6
2023-11-14 08:02:35.696282,20231114,2023,11,14,1
2023-12-21 22:21:35.696287,20231221,2023,12,21,3
2024-07-28 10:52:35.696293,20240728,2024,7,28,6
2024-02-28 19:16:35.696299,20240228,2024,2,28,2
2024-05-20 15:37:35.696304,20240520,2024,5,20,0
2024-05-06 03:02:35.696309,20240506,2024,5,6,0
2024-03-22 06:59:35.696315,20240322,2024,3,22,4
2024-02-13 07:47:35.696321,20240213,2024,2,13,1
2024-07-16 11:35:35.696327,20240716,2024,7,16,1
2024-04-07 20:58:35.696332,20240407,2024,4,7,6
2024-08-08 00:04:35.696338,20240808,2024,8,8,3
2024-02-17 07:24:35.696344,20240217,2024,2,17,5
2024-01-04 10:28:35.696349,20240104,2024,1,4,3
2024-07-30 06:30:35.696355,20240730,2024,7,30,1
2024-02-25 02:15:35.696360,20240225,2024,2,25,6
2024-02-06 14:24:35.696366,20240206,2024,2,6,1
2024-01-23 21:25:35.696371,20240123,2024,1,23,1
2024-02-27 16:17:35.696377,20240227,2024,2,27,1
2024-03-18 18:55:35.696383,20240318,2024,3,18,0
2024-01-28 08:59:35.696388,20240128,2024,1,28,6
2024-09-07 05:52:35.696393,20240907,2024,9,7,5
2024-07-29 23:41:35.696399,20240729,2024,7,29,0
2024-10-08 20:28:35.696404,20241008,2024,10,8,1
2024-01-23 22:52:35.696410,20240123,2024,1,23,1
2024-08-12 08:02:35.696415,20240812,2024,8,12,0
2024-04-09 22:03:35.696421,20240409,2024,4,9,1
2024-07-13 23:48:35.696426,20240713,2024,7,13,5
2024-09-22 15:46:35.696432,20240922,2024,9,22,6
2024-03-30 11:15:35.696437,20240330,2024,3,30,5
2024-07-09 19:48:35.696443,20240709,2024,7,9,1
2024-06-02 19:07:35.696448,20240602,2024,6,2,6
2023-10-30 01:03:35.696454,20231030,2023,10,30,0
2023-12-07 12:05:35.696459,20231207,2023,12,7,3
2024-01-28 16:10:35.696465,20240128,2024,1,28,6
2024-03-27 02:21:35.696470,20240327,2024,3,27,2
2023-12-20 02:11:35.696476,20231220,2023,12,20,2
2024-02-08 15:57:35.696481,20240208,2024,2,8,3
2023-12-22 14:01:35.696487,20231222,2023,12,22,4
2024-09-18 15:35:35.696492,20240918,2024,9,18,2
2024-09-13 17:23:35.696498,20240913,2024,9,13,4
2024-08-31 12:58:35.696503,20240831,2024,8,31,5
2024-01-23 20:08:35.696509,20240123,2024,1,23,1
2024-10-09 18:15:35.696515,20241009,2024,10,9,2
2024-02-25 13:20:35.696520,20240225,2024,2,25,6
2024-04-30 08:35:35.696526,20240430,2024,4,30,1
2023-12-31 11:05:35.696531,20231231,2023,12,31,6
2023-12-17 16:53:35.696537,20231217,2023,12,17,6
2023-10-29 05:57:35.696542,20231029,2023,10,29,6
2024-08-28 01:47:35.696548,20240828,2024,8,28,2
2024-03-10 01:03:35.696553,20240310,2024,3,10,6
2024-04-16 20:08:35.696559,20240416,2024,4,16,1
2024-07-03 19:07:35.696564,20240703,2024,7,3,2
2024-04-21 02:44:35.696569,20240421,2024,4,21,6
2024-03-08 07:42:35.696575,20240308,2024,3,8,4
2023-11-04 23:31:35.696580,20231104,2023,11,4,5
2023-11-25 05:15:35.696586,20231125,2023,11,25,5
2024-06-24 00:51:35.696591,20240624,2024,6,24,0
2024-02-27 21:21:35.696597,20240227,2024,2,27,1
2024-10-09 05:44:35.696603,20241009,2024,10,9,2
2024-02-01 11:11:35.696608,20240201,2024,2,1,3
2024-09-29 09:34:35.696614,20240929,2024,9,29,6
2024-03-04 03:07:35.696619,20240304,2024,3,4,0
2024-07-14 14:12:35.696625,20240714,2024,7,14,6
2023-11-13 13:52:35.696631,20231113,2023,11,13,0
2024-02-16 06:16:35.696636,20240216,2024,2,16,4
2024-08-09 03:00:35.696642,20240809,2024,8,9,4
2024-10-18 05:18:35.696647,20241018,2024,10,18,4
2024-07-02 01:15:35.696652,20240702,2024,7,2,1
2024-03-27 09:01:35.696658,20240327,2024,3,27,2
2024-03-20 01:30:35.696663,20240320,2024,3,20,2
2024-01-21 11:44:35.696669,20240121,2024,1,21,6
2024-04-21 06:04:35.696674,20240421,2024,4,21,6
2024-03-27 15:15:35.696680,20240327,2024,3,27,2
2024-05-23 00:54:35.696685,20240523,2024,5,23,3
2024-09-12 11:22:35.696691,20240912,2024,9,12,3
2024-05-03 16:20:35.696696,20240503,2024,5,3,4
2023-10-26 14:31:35.696701,20231026,2023,10,26,3
2024-03-29 00:35:35.696707,20240329,2024,3,29,4
2024-01-09 20:36:35.696712,20240109,2024,1,9,1
2023-10-31 08:46:35.696720,20231031,2023,10,31,1
2024-01-24 11:36:35.696726,20240124,2024,1,24,2
2024-05-09 21:16:35.696731,20240509,2024,5,9,3
2024-02-13 23:11:35.696737,20240213,2024,2,13,1
2024-06-27 01:47:35.696742,20240627,2024,6,27,3
2024-04-08 11:37:35.696747,20240408,2024,4,8,0
2024-10-04 10:13:35.696753,20241004,2024,10,4,4
2023-11-22 07:56:35.696758,20231122,2023,11,22,2
2023-12-15 10:40:35.696764,20231215,2023,12,15,4
2023-12-10 22:10:35.696769,20231210,2023,12,10,6
2024-05-31 21:56:35.696775,20240531,2024,5,31,4
2024-01-07 13:38:35.696780,20240107,2024,1,7,6
2023-11-15 14:00:35.696786,20231115,2023,11,15,2
2023-11-03 15:36:35.696792,20231103,2023,11,3,4
2023-11-08 22:12:35.696797,20231108,2023,11,8,2
2024-01-13 10:59:35.696803,20240113,2024,1,13,5
2024-10-20 13:21:35.696808,20241020,2024,10,20,6
2024-08-27 19:49:35.696814,20240827,2024,8,27,1
2024-04-23 07:58:35.696819,20240423,2024,4,23,1
2023-11-26 15:36:35.696825,20231126,2023,11,26,6
2023-12-14 11:49:35.696830,20231214,2023,12,14,3
2024-07-19 11:56:35.696836,20240719,2024,7,19,4
2024-07-12 00:36:35.696842,20240712,2024,7,12,4
2024-08-20 06:59:35.696848,20240820,2024,8,20,1
2024-01-05 12:17:35.696853,20240105,2024,1,5,4
2024-07-20 11:28:35.696859,20240720,2024,7,20,5
2024-06-29 18:11:35.696865,20240629,2024,6,29,5
2024-04-18 19:27:35.696871,20240418,2024,4,18,3
2024-06-18 08:31:35.696876,20240618,2024,6,18,1
2024-04-01 11:03:35.696881,20240401,2024,4,1,0
2024-02-10 23:53:35.696887,20240210,2024,2,10,5
2023-11-28 19:24:35.696892,20231128,2023,11,28,1
2024-07-02 07:11:35.696898,20240702,2024,7,2,1
2024-09-23 18:10:35.696903,20240923,2024,9,23,0
2024-06-30 14:20:35.696908,20240630,2024,6,30,6
2024-02-16 08:11:35.696914,20240216,2024,2,16,4
2024-07-20 21:19:35.696920,20240720,2024,7,20,5
2024-07-03 01:24:35.696925,20240703,2024,7,3,2
2024-03-06 14:55:35.696930,20240306,2024,3,6,2
2024-08-30 10:20:35.696936,20240830,2024,8,30,4
2024-09-20 04:48:35.696942,20240920,2024,9,20,4
2023-11-08 06:23:35.696947,20231108,2023,11,8,2
2024-06-28 16:13:35.696953,20240628,2024,6,28,4
2024-03-18 21:41:35.696958,20240318,2024,3,18,0
2024-02-02 08:31:35.696964,20240202,2024,2,2,4
2024-07-15 09:45:35.696969,20240715,2024,7,15,0
2024-09-30 03:47:35.696975,20240930,2024,9,30,0
2024-03-30 23:44:35.696981,20240330,2024,3,30,5
2024-08-18 07:48:35.696986,20240818,2024,8,18,6
2023-12-29 11:27:35.696992,20231229,2023,12,29,4
2024-02-07 18:16:35.696998,20240207,2024,2,7,2
2024-04-18 02:00:35.697004,20240418,2024,4,18,3
2024-10-04 19:11:35.697009,20241004,2024,10,4,4
2023-12-10 16:01:35.697015,20231210,2023,12,10,6
2023-12-23 07:09:35.697020,20231223,2023,12,23,5
